PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,Transported,Group,Deck,CabinNumber,Side,LastName,N_family_members,N_group_members,Regular,Luxury,TotalSpendings
2595_04,2.0,0.0,2.0,8.0,0.0,1,1734.0,5.0,1302.0,0.0,720.0,2.0,3.0,0.0,0.0,0.0
2596_01,2.0,0.0,2.0,20.0,0.0,0,1735.0,3.0,1563.0,0.0,1956.0,5.0,1.0,1186.0,1322.0,1503.0
2596_02,2.0,1.0,2.0,20.0,0.0,1,1735.0,5.0,1303.0,0.0,1151.0,1.0,1.0,0.0,0.0,0.0
2597_01,2.0,1.0,2.0,25.0,0.0,1,1736.0,5.0,1266.0,1.0,1088.0,7.0,1.0,0.0,0.0,0.0
2597_02,0.484206478422312,0.0,0.0,31.0,0.0,0,1736.0,5.0,1266.0,1.0,1088.0,7.0,1.0,986.0,1302.0,1397.0
2598_01,2.0,0.0,2.0,37.0,0.0,0,1737.0,5.0,1304.0,0.0,1788.0,4.0,0.0,941.0,1129.0,1275.0
2599_01,0.0,1.0,2.0,21.0,0.0,0,1738.0,3.889818159762461,1069.5461725432363,0.4263029329325467,115.0,8.0,0.0,0.0,0.0,0.0
2601_01,2.0,1.0,2.0,24.0,0.0,1,1739.0,5.0,1305.0,0.0,1088.0,7.0,0.0,0.0,0.0,0.0
2602_01,2.0,1.0,2.0,34.0,0.0,0,1740.0,4.0,629.0,0.0,1804.0,2.0,2.0,0.0,0.0,0.0
2602_02,2.0,0.0,0.0,0.0,0.0,1,1740.0,4.0,629.0,0.0,393.0,0.0,2.0,0.0,0.0,0.0
2602_03,2.0,1.0,2.0,25.0,0.0,0,1740.0,4.0,629.0,0.0,1804.0,2.0,2.0,0.0,0.0,0.0
2605_01,2.0,1.0,0.0,43.0,0.0,1,1741.0,3.0,1685.0,1.0,463.0,5.0,0.0,0.0,0.0,0.0
2606_01,0.0,0.0,2.0,20.136460007073538,0.0,0,1742.0,5.0,1306.0,0.0,551.0,2.0,1.0,0.0,818.0,489.0
2606_02,0.0,0.0,2.0,45.0,0.0,0,1742.0,5.0,1306.0,0.0,551.0,2.0,1.0,736.0,20.87096427024397,411.0
2607_01,1.0,1.0,2.0,63.0,0.0,1,1743.0,1.0,1806.0,1.0,234.0,3.0,3.0,0.0,0.0,0.0
2607_02,1.0,1.0,2.0,17.0,0.0,1,1743.0,1.0,1806.0,1.0,234.0,3.0,3.0,0.0,0.0,0.0
2607_03,1.0,0.0,0.0,35.0,0.0,1,1743.0,1.0,1806.0,1.0,234.0,3.0,3.0,1114.0,879.0,1267.0
2607_04,1.0,0.0,2.0,12.0,0.0,1,1743.0,1.0,1806.0,1.0,1556.0,4.0,3.0,0.0,0.0,0.0
2609_01,0.0,1.0,1.0,36.79757931208091,0.0,1,1744.0,6.0,1172.0,1.0,1004.0,5.0,0.0,0.0,0.0,0.0
2616_01,0.0,0.0,2.0,17.0,0.0,0,1745.0,5.0,1311.0,0.0,809.0,7.0,0.0,542.0,197.0,415.0
2617_01,0.0,0.0,1.0,32.0,0.0,0,1746.0,6.0,1181.0,0.0,1506.0,5.0,0.0,428.0,58.0,165.0
2618_01,1.3664918034119777,1.0,2.0,23.0,0.0,1,1747.0,4.0,637.0,0.0,772.0,2.0,0.0,0.0,0.0,0.0
2619_01,0.0,0.0,0.0,17.0,0.0,0,1748.0,5.0,1270.0,1.0,369.0,10.0,0.0,0.0,1456.0,1090.0
2622_01,0.0,0.0,0.0,34.0,0.0,0,1749.0,5.0,1271.0,1.0,445.0,2.0,0.0,13.0,479.0,184.0
2624_01,0.0,0.0,2.0,15.0,0.0,0,1750.0,5.0,1312.0,0.0,64.0,3.0,0.0,785.0,217.95936944738145,466.0
2625_01,0.0,1.0,2.0,14.0,0.0,1,1751.0,6.0,1183.0,0.0,1918.0,3.0,1.0,0.0,0.0,0.0
2625_02,0.0,0.0,2.0,22.0,0.0,0,1751.0,4.0,648.0,0.0,1918.0,3.0,1.0,263.0,1131.0,926.0
2626_01,0.0,0.0,2.0,19.0,0.0,0,1752.0,5.0,1313.0,0.0,119.0,2.0,0.0,437.0,215.0,315.0
2627_01,0.0,0.0,1.0,40.0,0.0,0,1753.0,5.0,1314.0,0.0,1122.0,6.0,0.0,228.0,399.0,287.0
2628_01,1.0,1.0,0.0,25.0,0.0,1,1754.0,0.0,943.0,0.0,38.0,1.0,1.0,0.0,0.0,0.0
2628_02,1.0,0.0,0.0,51.0,0.0,0,1754.0,0.0,943.0,0.0,38.0,1.0,1.0,6.0,1515.0,1161.0
2629_01,0.0,0.0,2.0,22.0,0.0,0,1755.0,6.0,1184.0,0.0,1177.0,3.0,0.0,6.0,727.0,401.0
2631_01,2.0,1.0,0.0,50.0,0.0,1,1756.0,5.0,1315.0,0.0,1645.0,4.0,0.0,0.0,0.0,0.0
2633_01,0.0,0.0,0.0,26.0,0.0,0,1757.0,6.0,1185.0,0.0,1579.0,3.0,0.0,0.0,0.0,0.0
2634_01,2.0,1.0,2.0,39.0,0.0,1,1758.0,5.0,1274.0,1.0,1547.0,6.0,0.0,0.0,0.0,0.0
2635_01,2.0,0.0,2.0,18.0,0.0,1,1759.0,3.0,1574.0,0.0,83.0,0.0,0.0,29.0,0.0,24.0
2636_01,0.0,0.0,2.0,22.0,0.0,0,1760.0,6.0,1175.0,1.0,1463.0,5.0,0.0,136.0,81.4005008338512,66.0
2638_01,0.0,0.0,2.0,26.0,0.0,0,1761.0,4.0,854.0,1.0,1342.0,3.0,0.0,29.0,685.0,383.0
2640_01,0.0,0.0,2.0,19.0,0.0,0,1762.0,5.0,1277.0,1.0,2119.0,10.0,0.0,0.0,935.0,596.0
2641_01,0.0,1.0,1.0,16.0,0.0,0,1763.0,6.0,1177.0,1.0,1307.0,6.0,0.0,0.0,0.0,0.0
2642_01,0.0,0.0,2.0,24.0,0.0,0,1764.0,6.0,1188.0,0.0,1579.0,3.0,0.0,17.0,719.0,404.0
2643_01,0.0,0.0,1.0,34.0,0.0,0,1765.0,5.0,1278.0,1.0,377.0,1.0,0.0,6.0,780.0,458.0
2645_01,1.0,0.0,2.0,55.0,0.0,1,1766.0,2.0,1762.0,1.0,747.0,4.0,4.0,1387.0,1124.0,1582.0
2645_02,1.0,0.0,2.0,42.0,0.0,0,1766.0,2.0,1762.0,1.0,1053.0,3.0,4.0,1343.0,2243.0,2288.0
2645_03,1.0,1.0,2.0,14.0,0.0,1,1766.0,2.0,1762.0,1.0,1053.0,3.0,4.0,0.0,0.0,0.0
2645_04,1.0,0.0,0.0,28.0,0.0,1,1766.0,2.0,1762.0,1.0,1053.0,3.0,4.0,1511.0,1730.0,1921.0
2645_05,1.0,1.0,0.0,26.0,0.0,1,1766.0,2.0,1762.0,1.0,1053.0,3.0,4.0,0.0,0.0,0.0
2646_01,1.0,0.0,0.0,33.0,0.0,0,1767.0,1.0,1597.0,0.0,1748.0,1.0,0.0,1314.0,2146.0,2181.0
2647_01,0.0,0.0,2.0,24.0,0.0,0,1768.0,5.0,1317.0,0.0,1095.0,5.0,0.0,0.0,631.0,303.0
2648_01,0.0,0.0,2.0,23.0,0.0,0,1769.0,6.0,1178.0,1.0,1978.0,6.0,0.0,296.0,436.0,403.0
2649_01,2.0,0.0,2.0,16.0,0.0,0,1770.0,3.0,1585.0,0.0,850.0,3.0,0.0,1291.0,650.0,1342.0
2650_01,0.0,1.0,2.0,36.0,0.0,0,1771.0,6.0,1189.0,0.0,356.0,16.0,0.0,0.0,0.0,0.0
2651_01,1.0,1.0,0.0,44.0,0.0,1,1772.0,1.0,3.0,1.0,823.0,3.0,0.0,0.0,0.0,0.0
2652_01,0.0,0.0,2.0,22.0,0.0,1,1773.0,5.0,1280.0,1.0,550.0,1.0,0.0,606.0,32.0,301.0
2655_01,0.0,1.0,2.0,30.0,0.0,0,1774.0,6.0,1179.0,1.0,106.0,5.0,0.0,0.0,0.0,0.0
2657_01,0.0,0.0,2.0,20.0,0.0,0,1775.0,5.0,1281.0,1.0,807.0,11.0,0.0,28.0,614.0,314.0
2658_01,0.0,0.0,2.0,21.0,0.17143753581168525,0,1776.0,5.0,1319.0,0.0,840.0,2.0,0.0,1274.0,437.0,1261.0
2659_01,2.0,0.0,2.0,14.0,0.0,1,1777.0,4.0,862.0,1.0,831.0,0.0,0.0,0.0,0.0,0.0
2660_01,0.0,0.0,2.0,27.0,0.0,0,1778.0,5.0,1321.0,0.0,78.0,3.0,0.0,160.45445332133858,1042.0,691.0
2661_01,0.0,0.0,2.0,19.0,0.0,0,1779.0,5.0,1282.0,1.0,2097.0,11.0,1.0,4.0,680.0,355.0
2661_02,0.0,1.0,2.0,21.0,0.0,1,1779.0,6.0,1180.0,1.0,2097.0,11.0,1.0,0.0,0.0,0.0
2662_01,2.0,0.0,0.0,26.5771314319926,0.0,0,1780.0,5.0,1322.0,0.0,107.0,2.0,0.0,838.0,1326.0,1327.0
2663_01,0.0,0.0,0.0,13.0,0.0,1,1781.0,5.0,1323.0,0.0,612.0,6.0,0.0,0.0,738.0,409.0
2664_01,2.0,1.0,1.0,71.0,0.0,1,1782.0,4.0,872.0,1.0,2000.0,4.0,0.0,0.0,0.0,0.0
2666_01,2.0,1.0,2.0,28.0,0.0,0,1783.0,4.0,880.0,1.0,528.0,6.0,1.0,0.0,0.0,0.0
2666_02,2.0,0.0,0.0,18.0,0.0,0,1783.0,4.0,880.0,1.0,528.0,6.0,1.0,251.0,1403.0,1148.0
2668_01,0.0,0.0,0.0,23.0,0.0,0,1784.0,5.0,1283.0,1.0,1067.0,10.0,1.0,35.0,1705.0,1397.0
2668_02,0.0,0.0,0.0,34.0,0.0,0,1784.0,6.0,1181.0,1.0,1067.0,10.0,1.0,360.0,287.0,304.0
2670_01,0.0,0.0,2.0,20.0,0.0,0,1785.0,6.0,1190.0,0.0,1187.0,4.0,0.0,715.0,19.0,403.0
2671_01,0.0,0.0,0.0,17.0,0.0,0,1786.0,5.0,1325.0,0.0,1428.0,6.0,0.0,33.0,690.0,391.0
2672_01,0.0,0.0,1.0,21.0,0.0,0,1787.0,5.0,1326.0,0.0,2126.0,1.0,0.0,209.0,946.0,722.0
2675_01,1.0,0.0,2.0,33.0,0.0,1,1788.0,2.0,1784.0,1.0,1072.0,3.0,0.0,1763.0,1180.0,1994.0
2676_01,1.0,0.0,0.0,34.0,0.0,1,1789.0,1.0,1608.0,0.0,1415.0,1.0,0.0,1527.0,1841.0,1992.0
2677_01,1.0,0.0,2.0,51.0,0.0,0,1790.0,3.0,1708.0,1.0,1789.0,6.0,0.0,287.0,1470.0,1221.0
2678_01,0.0,0.0,2.0,21.0,0.0,1,1791.0,5.0,1284.0,1.0,1889.0,2.0,0.0,615.0,10.0,289.0
2679_01,0.0,1.0,2.0,10.104552000240574,0.0,0,1792.0,6.0,1183.0,1.0,201.0,4.0,0.0,0.0,0.0,0.0
2682_01,0.0,0.0,2.0,31.0,0.0,0,1793.0,6.0,1192.0,0.0,2169.0,4.0,0.0,0.0,806.0,479.0
2683_01,1.0,0.0,2.0,36.0,0.0,1,1794.0,0.0,1065.0,1.0,1477.0,3.0,0.0,1025.0,6.0,740.0
2684_01,1.0,0.0,2.0,39.0,0.0,0,1795.0,1.0,1630.0,0.0,1661.0,1.0,0.0,1822.0,2250.0,2337.0
2685_01,0.0,0.0,2.0,26.0,0.0,0,1796.0,6.0,1193.0,0.0,2152.0,8.0,0.0,0.0,823.0,495.0
2687_01,0.0,0.0,2.0,51.0,0.0,1,1797.0,5.0,1327.0,0.0,1134.0,6.0,0.0,1052.0,43.0,790.0
2688_01,0.0,0.0,2.0,24.0,0.0,0,1798.0,5.0,1328.0,0.0,2180.0,10.0,0.0,191.0,534.0,391.0
2690_01,0.0,0.0,0.0,27.0,0.0,1,1799.0,4.0,888.0,1.0,1919.0,7.0,0.0,216.0,438.0,318.0
2691_01,0.0,0.0,2.0,31.0,0.0,0,1800.0,5.0,1329.0,0.0,499.0,4.0,0.0,239.0,491.0,397.0
2692_01,0.0,0.0,2.0,24.0,0.0,0,1801.0,5.286466565043043,1284.3160434724807,0.50954988823338,2150.0,1.0,0.0,21.0,622.0,315.0
2693_01,1.0,0.0,2.0,57.0,0.0,0,1802.0,0.0,954.0,0.0,1512.0,1.0,3.0,1130.0,1197.0,1413.0
2693_02,1.0,0.0,0.0,36.0,1.0,0,1802.0,0.0,954.0,0.0,845.0,2.0,3.0,79.0,1502.0,1174.0
2693_03,1.0,0.0,2.0,55.0,0.0,0,1802.0,0.0,954.0,0.0,845.0,2.0,3.0,760.0,1556.0,1450.0
2693_04,1.0,1.0,0.0,24.798368075898,0.0,0,1802.0,0.0,954.0,0.0,845.0,2.0,3.0,0.0,0.0,0.0
2695_01,2.0,0.0,2.0,18.0,0.0,0,1803.0,4.0,894.0,1.0,1947.0,5.0,0.0,4.0,857.0,532.0
2697_01,2.0,0.0,2.0,27.0,0.16938324032644622,0,1804.0,3.0,1718.0,1.0,1546.0,7.0,0.0,446.0,1409.0,1245.0
2698_01,1.0,0.0,2.0,50.0,0.0,0,1805.0,2.0,1751.0,0.0,1878.0,4.0,0.0,1459.0,1413.0,1735.0
2700_01,0.0,0.0,2.0,24.0,0.0,0,1806.0,5.0,1288.0,1.0,1517.0,0.0,0.0,138.0,505.0,313.0
2701_01,0.0,1.0,1.0,20.0,0.0,1,1807.0,6.0,1185.0,1.0,2028.0,7.0,0.0,0.0,0.0,0.0
2702_01,0.0,1.0,2.0,24.0,0.0,1,1808.0,6.0,1195.0,0.0,819.0,4.0,0.0,0.0,0.0,0.0
2703_01,0.0,0.0,2.0,18.0,0.0,0,1809.0,6.0,1186.0,1.0,69.0,2.0,0.0,555.0,10.0,229.0
2704_01,0.0,0.0,2.0,44.0,0.0,0,1810.0,5.0,1289.0,1.0,1835.0,7.0,0.0,329.0,1020.0,877.0
2706_01,1.0,1.0,0.0,27.0,0.0,1,1811.0,1.0,25.0,1.0,1693.0,0.0,0.0,0.0,0.0,0.0
2707_01,1.0,0.0,2.0,58.0,0.0,1,1812.0,1.0,36.0,1.0,157.0,5.0,1.0,1187.0,1383.0,1534.0
2707_02,1.0,1.0,1.0,29.0,0.0,1,1812.0,1.0,36.0,1.0,157.0,5.0,1.0,0.0,0.0,0.0
2708_01,0.0,0.0,1.0,23.0,0.0,1,1813.0,5.0,1290.0,1.0,335.0,9.0,0.0,524.0,15.0,207.0
2709_01,2.0,1.0,2.0,3.0,0.0,1,1814.0,5.0,1291.0,1.0,2161.0,2.0,3.0,0.0,0.0,0.0
2709_02,2.0,0.0,2.0,0.0,0.0,1,1814.0,5.0,1291.0,1.0,2161.0,2.0,3.0,0.0,0.0,0.0
2709_03,2.0,0.0,2.0,33.0,0.0,0,1814.0,5.0,1291.0,1.0,2161.0,2.0,3.0,359.0,1448.0,1234.0
2709_04,2.0,0.0,2.0,12.0,0.0,1,1814.0,5.0,1291.0,1.0,192.0,7.0,3.0,0.0,0.0,0.0
2712_01,1.0,1.0,2.0,44.0,0.0,1,1815.0,1.0,57.0,1.0,608.0,0.0,0.0,0.0,0.0,0.0
2713_01,0.0,1.0,2.0,20.0,0.0,1,1816.0,6.0,1196.0,0.0,410.0,6.0,0.0,0.0,0.0,0.0
2714_01,0.0,0.0,0.0,59.0,0.0,0,1817.0,5.0,1333.0,0.0,1272.0,2.0,0.0,1230.0,253.0,1115.0
2717_01,0.0,0.0,2.0,18.0,0.0,0,1818.0,6.0,1189.0,1.0,1245.0,3.0,0.0,13.0,794.0,479.0
2718_01,1.0,1.0,2.0,72.0,0.0,1,1819.0,1.0,68.0,1.0,1984.0,4.0,0.0,0.0,0.0,0.0
2720_01,0.0,0.0,1.0,23.0,0.0,0,1820.0,6.0,1197.0,0.0,150.0,8.0,2.0,1388.0,1025.0,1548.0
2720_02,0.0,0.0,2.0,11.0,0.0,0,1820.0,6.0,1197.0,0.0,150.0,8.0,2.0,0.0,0.0,0.0
2720_03,0.0,1.0,2.0,1.0,0.0,1,1820.0,6.0,1197.0,0.0,150.0,8.0,2.0,0.0,0.0,0.0
2721_01,0.0,0.0,1.0,25.0,0.0,0,1821.0,5.0,1335.0,0.0,1714.0,1.0,0.0,725.0,25.0,419.0
2722_01,2.0,1.0,0.0,25.0,0.0,1,1822.0,3.0,1740.0,1.0,1991.0,2.0,0.0,0.0,0.0,0.0
2723_01,1.0,1.0,2.0,24.0,0.0,1,1823.0,2.0,1806.0,1.0,199.0,4.0,1.0,0.0,0.0,0.0
2723_02,1.0,0.0,2.0,54.0,0.0,1,1823.0,2.0,1806.0,1.0,199.0,4.0,1.0,1785.0,829.0,1992.0
2724_01,2.0,1.0,0.0,17.0,0.0,1,1824.0,5.0,1336.0,0.0,1310.0,5.0,1.0,0.0,0.0,0.0
2724_02,2.0,0.0,2.0,48.0,0.0,0,1824.0,5.0,1336.0,0.0,1310.0,5.0,1.0,38.0,1063.0,725.0
2725_01,0.0,0.0,2.0,40.0,0.0,0,1825.0,5.0,1337.0,0.0,274.0,4.0,0.0,341.0,245.0,236.0
2726_01,0.0,1.0,2.0,2.0,0.0,0,1826.0,6.0,1199.0,0.0,1193.0,1.0,0.0,0.0,0.0,0.0
2727_01,0.0,0.0,2.0,32.0,0.0,0,1827.0,5.0,1293.0,1.0,1001.0,3.0,0.0,20.0,767.0,458.0
2729_01,0.0,1.0,2.0,15.0,0.0,1,1828.0,6.0,1190.0,1.0,285.0,8.0,0.0,0.0,0.0,0.0
2730_01,0.0,1.0,2.0,52.0,0.0,1,1829.0,6.0,1191.0,1.0,612.0,6.0,2.0,0.0,0.0,0.0
2730_02,0.0,0.0,2.0,16.0,0.0,0,1829.0,5.0,1295.0,1.0,612.0,6.0,2.0,930.0,1376.0,1401.0
2730_03,0.0,1.0,2.0,16.0,0.0,1,1829.0,6.0,1191.0,1.0,612.0,6.0,2.0,0.0,0.0,0.0
2732_01,0.0,1.0,0.0,16.0,0.0,1,1830.0,6.0,1193.0,1.0,1035.0,5.0,1.0,0.0,0.0,0.0
2732_02,0.0,0.0,0.0,6.0,0.0,0,1830.0,6.0,1193.0,1.0,1035.0,5.0,1.0,0.0,0.0,0.0
2734_01,2.0,0.0,2.0,10.0,0.0,1,1831.0,5.0,1339.0,0.0,2137.0,6.0,0.0,0.0,0.0,0.0
2736_01,2.0,0.0,2.0,27.0,1.0,0,1832.0,3.0,1608.0,0.0,1622.0,6.0,0.0,28.0,1319.0,974.0
2737_01,1.0,0.0,0.0,45.0,0.0,1,1833.0,2.0,3.0,1.0,749.0,2.0,1.0,657.0,1239.0,1199.0
2737_02,1.0,0.0,2.0,26.0,0.0,0,1833.0,2.0,3.0,1.0,68.0,0.0,1.0,1227.0,1983.0,1987.0
2738_01,2.0,0.0,2.0,29.0,0.0,0,1834.0,4.0,901.0,1.0,1820.0,5.0,0.0,0.0,933.0,594.0
2739_01,0.0,1.0,1.0,38.0,0.0,1,1835.0,6.0,1201.0,0.0,545.0,3.0,0.0,0.0,0.0,0.0
2740_01,0.0,0.0,2.0,19.0,0.0,1,1836.0,4.0,680.0,0.0,1184.0,2.0,0.0,142.0,319.0,156.0
2741_01,2.0,0.0,2.0,43.0,0.0,0,1837.0,4.0,690.0,0.0,315.0,0.0,0.0,132.0,1010.0,735.0
2743_01,0.0,0.0,2.0,15.0,0.0,0,1838.0,5.0,1296.0,1.0,887.0,3.0,0.0,2.0,683.0,356.0
2745_01,2.0,0.0,2.0,31.0,0.0,0,1839.0,5.0,1340.0,0.0,1601.0,4.0,0.0,294.0,1223.0,1031.0
2746_01,2.0,0.0,2.0,52.0,0.0,0,1840.0,5.0,1341.0,0.0,2120.0,6.0,0.0,335.0,689.0,636.0
2747_01,2.0,0.6024744206528924,2.0,49.0,0.0,1,1841.0,5.0,1343.0,0.0,398.0,2.0,0.0,0.0,0.0,0.0
2748_01,0.0,0.0,0.0,29.0,0.0,1,1842.0,5.0,1297.0,1.0,1317.0,1.0,0.0,495.0,130.0,290.0
2750_01,0.0,0.0,2.0,18.0,0.0,1,1843.0,5.0,1344.0,0.0,549.0,4.0,0.0,0.0,716.0,385.0
2751_01,2.0,1.0,1.157864282235057,41.0,0.0,1,1844.0,5.0,1299.0,1.0,1383.0,5.0,0.0,0.0,0.0,0.0
2752_01,0.0,0.0,2.0,9.0,0.0,0,1845.0,6.0,1203.0,0.0,106.0,5.0,2.0,0.0,0.0,0.0
2752_02,0.0,1.0,1.0,8.488807812251878,0.0,0,1845.0,6.0,1203.0,0.0,106.0,5.0,2.0,0.0,0.0,0.0
2752_03,0.0,0.0,2.0,58.0,0.0,1,1845.0,4.0,699.0,0.0,106.0,5.0,2.0,82.0,684.0,432.0
2753_01,0.0,0.0,1.0,39.0,0.0,0,1846.0,4.0,910.0,1.0,1979.0,5.0,0.0,0.0,823.0,495.0
2754_01,0.0,0.0,2.0,13.0,0.0,0,1847.0,4.0,708.0,0.0,1780.0,9.0,0.0,1.0,883.0,550.0
2755_01,1.0,1.0,0.0,36.0,0.0,1,1848.0,1.0,1652.0,0.0,863.0,0.0,0.0,0.0,0.0,0.0
2756_01,2.0,0.0,0.0,23.0,0.0,0,1849.0,5.0,1345.0,0.0,485.0,1.0,0.0,0.0,992.0,646.0
2758_01,0.0,1.0,1.0,24.0,0.0,1,1850.0,6.0,1205.0,0.0,702.0,5.0,0.0,0.0,0.0,0.0
2759_01,0.0,0.0,2.0,33.0,0.0,0,1851.0,4.0,718.0,0.0,1134.0,6.0,0.0,169.0,745.0,557.0
2760_01,0.0,0.9453953884995508,2.0,18.0,0.0,0,1852.0,6.0,1196.0,1.0,1713.0,8.0,2.0,0.0,0.0,0.0
2760_02,0.0,1.0,2.0,2.0,0.0,0,1852.0,6.0,1196.0,1.0,1019.6288843177721,7.151122528484852,2.0,0.0,0.0,0.0
2760_03,0.0,1.0,2.0,0.0,0.0,1,1852.0,6.0,1196.0,1.0,1713.0,8.0,2.0,0.0,0.0,0.0
2762_01,0.0,0.0,2.0,36.0,0.0,0,1853.0,6.0,1197.0,1.0,1190.0,6.0,1.0,251.0,554.0,476.0
2762_02,0.0,0.0,0.0,15.0,0.0,0,1853.0,6.0,1197.0,1.0,1190.0,6.0,1.0,10.0,380.0,139.0
2763_01,0.0,0.0,2.0,31.0,0.0,1,1854.0,4.0,729.0,0.0,1703.0,3.0,0.0,683.0,99.0,450.0
2764_01,0.0,0.0,2.0,42.0,0.0,1,1855.0,4.0,915.0,1.0,1702.0,3.0,0.0,209.0,1147.0,911.0
2765_01,2.0,0.0,2.0,27.0,0.0,0,1856.0,5.0,1301.0,1.0,527.0,2.0,0.0,1.0,1218.0,861.0
2768_01,0.0,0.0,2.0,36.0,0.0,1,1857.0,5.0,1302.0,1.0,350.0,7.0,2.0,0.0,119.0,61.0
2768_02,0.0,0.0,2.0,0.0,0.0,0,1857.0,6.0,1201.0,1.0,350.0,7.0,2.0,0.0,0.0,0.0
2768_03,0.0,1.0,2.0,3.0,0.0,0,1857.0,6.0,1201.0,1.0,350.0,7.0,2.0,0.0,0.0,0.0
2769_01,0.0,0.0,1.0,22.0,0.0,0,1858.0,5.0,1346.0,0.0,710.0,4.0,0.0,890.0,44.67747194266709,585.0
2770_01,0.0,0.0,2.0,56.0,0.0,0,1859.0,6.0,1202.0,1.0,804.0,9.0,0.0,1210.0,92.0,1027.0
2772_01,0.0,0.0,2.0,23.0,0.0,0,1860.0,6.0,1203.0,1.0,1315.0,6.0,0.0,0.0,683.0,354.0
2773_01,2.0,0.0,2.0,25.0,0.0,0,1861.0,3.0,1751.0,1.0,2016.0,5.0,0.0,587.0,356.0,600.0
2774_01,0.0,0.0,2.0,29.0,0.0,0,1862.0,5.0,1348.0,0.0,302.0,3.0,2.0,3.0,627.0,302.0
2774_02,0.0,0.0,2.0,17.0,0.0,0,1862.0,5.0,1348.0,0.0,1250.0,7.0,2.0,988.0,0.0,697.0
2774_03,0.0,0.0,2.0,13.0,0.0,0,1862.0,5.0,1348.0,0.0,302.0,3.0,2.0,4.0,868.0,538.0
2778_01,2.0,0.0,2.0,35.0,0.0,1,1863.0,3.0,1619.0,0.0,711.0,5.0,1.0,384.0,207.04057883533952,132.0
2778_02,2.0,1.0,0.0,53.0,0.0,1,1863.0,5.0,1349.0,0.0,711.0,5.0,1.0,0.0,0.0,0.0
2780_01,0.0,0.0,2.0,24.0,0.0,0,1864.0,5.0,1351.0,0.0,369.0,10.0,0.0,634.0,14.0,315.0
2781_01,0.0,1.0,2.0,38.0,0.0,0,1865.0,6.0,1206.0,0.0,2179.0,5.0,0.0,0.0,0.0,0.0
2783_01,1.0,1.0,0.0,21.0,0.0,1,1866.0,3.0,1630.0,0.0,647.0,4.0,1.0,0.0,0.0,0.0
2783_02,1.0,0.0,0.0,29.0,0.0,0,1866.0,3.0,1630.0,0.0,647.0,4.0,1.0,8.0,1735.0,1427.0
2784_01,0.0,0.0,2.0,46.0,0.0,1,1867.0,6.0,1207.0,0.0,2124.0,3.0,0.0,1190.0,59.0,967.0
2785_01,1.0,1.0,2.0,58.0,0.0,1,1868.0,2.0,25.0,1.0,419.0,1.0,0.0,0.0,0.0,0.0
2786_01,0.0,0.0,1.0,53.0,0.0,1,1869.0,4.0,921.0,1.0,759.0,2.0,0.0,1.0,615.0,288.0
2787_01,0.0,0.0,0.0,21.0,0.0,0,1870.0,5.0,1304.0,1.0,1771.0,3.0,0.0,0.0,75.0,42.0
2788_01,0.0,1.0,1.0,27.0,0.0,0,1871.0,6.0,1208.0,0.0,1660.0,2.0,0.0,0.0,0.0,0.0
2789_01,0.0,1.0,2.0,31.0,0.0,0,1872.0,6.0,1210.0,0.0,352.0,2.0,0.0,0.0,0.0,0.0
2790_01,1.0,1.0,0.0,23.0,0.0,1,1873.0,1.0,1663.0,0.0,1848.0,4.0,4.0,0.0,0.0,0.0
2790_02,1.0,0.0,0.0,41.0,0.0,0,1873.0,1.0,1663.0,0.0,1848.0,4.0,4.0,1718.0,1140.0,1916.0
2790_03,1.0,0.0,2.0,29.0,0.0,0,1873.0,1.0,1663.0,0.0,1848.0,4.0,4.0,835.0,1167.0,1224.0
2790_04,1.0,0.0,0.0,54.0,0.0,0,1873.0,1.0,1663.0,0.0,1848.0,4.0,4.0,37.0,1956.0,1756.0
2790_05,1.0,0.0,0.0,43.0,0.0,1,1873.0,1.0,1663.0,0.0,1848.0,4.0,4.0,1896.0,249.0,2214.0
2792_01,0.0,1.0,1.0,36.0,0.0,1,1874.0,6.0,1205.0,1.0,703.0,4.0,0.0,0.0,0.0,0.0
2793_01,0.0,0.0,2.0,48.0,0.0,1,1875.0,4.0,740.0,0.0,1271.0,6.0,0.0,87.0,711.0,463.0
2795_01,1.0,0.0,2.0,34.0,0.0,1,1876.0,2.0,36.0,1.0,237.0,2.0,1.0,1775.0,13.0,1877.0
2795_02,1.0,0.0,2.0,42.0,0.0,0,1876.0,2.0,36.0,1.0,237.0,2.0,1.0,726.0,1781.0,1655.0
2796_01,0.0,0.0,0.0,17.0,0.0,0,1877.0,5.0,1305.0,1.0,477.3044815270054,3.6519301599570593,0.0,0.0,782.0,454.0
2797_01,0.0,0.0,2.0,22.0,0.0,0,1878.0,5.0,1354.0,0.0,283.0,4.0,0.0,0.0,1129.0,764.0
2798_01,1.0,0.0,2.0,37.0,0.0,0,1879.0,0.0,965.0,0.0,2033.0,1.0,1.0,692.9501230721318,1747.0,1437.0
2798_02,1.0,1.0,0.0,38.0,0.0,1,1879.0,0.0,965.0,0.0,2033.0,1.0,1.0,0.0,0.0,0.0
2799_01,0.0,0.0,2.0,21.0,0.0,0,1880.0,6.0,1206.0,1.0,128.0,3.0,1.0,0.0,802.0,475.0
2799_02,0.0,1.0,1.0,23.0,0.0,1,1880.0,6.0,1206.0,1.0,128.0,3.0,1.0,0.0,0.0,0.0
